O0001-HEAD#1.nc_block_1, ['g76p040060q0015r0', '0001-1001 JEFD0389130.REV-A', 'KNC-32']
1023-3SP_block_1, ['g76p020060q00200r.0005', 'REUSE', 'ALL HARDINGE']
1023-3SP_block_2, ['g76x.3767z-.38p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1027-3SP_block_1, ['g76p020060q00250r.0005', 'REUSE', 'ALL HARDINGE']
1027-3SP_block_2, ['g76x.3767z-.48p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1027-5SP_block_1, ['g76p020060q00250r.0005', 'REUSE', 'ALL HARDINGE']
1027-5SP_block_2, ['g76x.3767z-.48p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1027-NSP_block_1, ['g76p020060q00250r.0005', 'REUSE', 'ALL HARDINGE']
1027-NSP_block_2, ['g76x.3767z-.48p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1034-3SP_block_1, ['g76p020060q00250r.0005', 'REUSE', 'ALL HARDINGE']
1034-3SP_block_2, ['g76x.3767z-.48p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1076-3sp_block_1, ['g76p030060q00100r.0005', 'REUSE', 'ALL HARDINGE']
1076-3sp_block_2, ['g76x.2812z-.15p01691q01691f.03125', 'REUSE', 'ALL HARDINGE']
1080-3SP_block_1, ['g76p020060q00250r.0005', 'REUSE', 'ALL HARDINGE']
1080-3SP_block_2, ['g76x.3767z-.48p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1098-3SP_block_1, ['g76p040060q00100r.0005', 'REUSE', 'ALL HARDINGE']
1098-3SP_block_2, ['g76x.205z-.335p01130q01000f.0208', 'REUSE', 'ALL HARDINGE']
1099-3SP_block_1, ['g76p020060q00200r.0005', 'REUSE', 'ALL HARDINGE']
1099-3SP_block_2, ['g76x.4945z-.4655p03407q03407f.05555', 'REUSE', 'ALL HARDINGE']
1103-3SP_block_1, ['g76p020060q00200r.0005', 'REUSE', 'ALL HARDINGE']
1103-3SP_block_2, ['g76x.4945z-.4655p03407q03407f.05555', 'REUSE', 'ALL HARDINGE']
1112-3SP_block_1, ['g76p020060q00150r.0005', 'REUSE', 'ALL HARDINGE']
1112-3SP_block_2, ['g76x.3767z-.38p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1112WB_block_1, ['g76p020060q00150r.0005', 'REUSE', 'ALL HARDINGE']
1112WB_block_2, ['g76x.3767z-.38p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1118-3SP_block_1, ['g76p020060q00250r.0005', 'REUSE', 'ALL HARDINGE']
1118-3SP_block_2, ['g76x.3767z-.38p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1119-3SP_block_1, ['g76p020060q00200r.0005', 'REUSE', 'ALL HARDINGE']
1119-3SP_block_2, ['g76x.3767z-.38p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1127-5SP_block_1, ['g76p020060q00200r.0005', 'REUSE', 'ALL HARDINGE']
1127-5SP_block_2, ['g76x.4945z-.385p03407q03407f.05555', 'REUSE', 'ALL HARDINGE']
1144-3SP_block_1, ['g76p020060q00250r.0005', 'REUSE', 'ALL HARDINGE']
1144-3SP_block_2, ['g76x.3767z-.38p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1147-2SP_block_1, ['g76p030060q00100r.0005', 'REUSE', 'ALL HARDINGE']
1147-2SP_block_2, ['g76x.302z-.29p02255q02255f.04166', 'REUSE', 'ALL HARDINGE']
1147-3SP_block_1, ['g76p030060q00100r.0005', 'REUSE', 'ALL HARDINGE']
1147-3SP_block_2, ['g76x.302z-.29p02255q02255f.04166', 'REUSE', 'ALL HARDINGE']
1161-3SP_block_1, ['g76p020060q00250r.0005', 'REUSE', 'ALL HARDINGE']
1161-3SP_block_2, ['g76x.3767z-.38p03067q03067f.05', 'REUSE', 'ALL HARDINGE']
1170-3SP_block_1, ['g76p040060q00100r.0005', 'REUSE', 'ALL HARDINGE']
1170-3SP_block_2, ['g76x.3767z-1.1205p03300q03000f.05', 'REUSE', 'ALL HARDINGE']
1184-3SP_block_1, ['g76p020060q00200r.0005', 'REUSE', 'ALL HARDINGE']
1184-3SP_block_2, ['g76x.674z-.4705p03565q03565f.0625', 'REUSE', 'ALL HARDINGE']
1262-3SP_block_1, ['g76p020060q00200r.0005', 'REUSE', 'ALL HARDINGE']
1262-3SP_block_2, ['g76x.4945z-.4655p03407q03407f.05555', 'REUSE', 'ALL HARDINGE']
#0004 - GT_block_1, ['g76p020060q00200r.0005', 'GT', 'REUSE']
#0004 - GT_block_2, ['g76x.3767z-.48p03067q03067f.05', 'GT', 'REUSE']
0056-GT_block_1, ['g76p030060q00150r.0005', 'GT', 'REUSE']
0056-GT_block_2, ['g76x.136z-.072p01095q01095f.01785', 'GT', 'REUSE']
0005-T42 OLD_block_1, ['g76p061055q00100r.0005', 'T-42', 'ALL HARDINGE']
0005-T42 OLD_block_2, ['g76x.4375z-.67p02706q02706f.05', 'T-42', 'ALL HARDINGE']
0046-T42_block_1, ['g76p030060q00100r.0005', 'T-42', 'ALL HARDINGE']
0046-T42_block_2, ['g76x.495z.400p03407q03407f.05555', 'T-42', 'ALL HARDINGE']
0050-T42_block_1, ['g76p020060q00250r.0005', 'T-42', 'ALL HARDINGE']
0050-T42_block_2, ['g76x.3767z.5p03067q03067f.05', 'T-42', 'ALL HARDINGE']
0057_block_1, ['g76p020060q00200r.0005', 'T-42', 'ALL HARDINGE']
0057_block_2, ['g76x.4943z-.390p03410q01000f.0555', 'T-42', 'ALL HARDINGE']
0066-T42_block_1, ['g76p020060q00500r.0005', 'T-42', 'ALL HARDINGE']
0066-T42_block_2, ['g76x0.4113z-0.319p03020q03020f0.04921', 'T-42', 'ALL HARDINGE']
0084-T42_block_1, ['g76p020060q00500r.0005', 'T-42', 'ALL HARDINGE']
0084-T42_block_2, ['g76x0.3826z0.240p02556q02556f0.04167', 'T-42', 'ALL HARDINGE']
0748-T42_block_1, ['g76 p010060 q00300 r.0', 'T-42', 'ALL HARDINGE']
0748-T42_block_2, ['g76x.37206z-.508p03067q03067f.05', 'VDLD0302250 REV B', 'T-42']
1002-T42_block_1, ['g76p030060q00150r.0005', 'T-42', 'ALL HARDINGE']
1002-T42_block_2, ['g76x.3767z1.106p03067q03067f.05', 'T-42', 'ALL HARDINGE']
1066-T42 LAST RUN_block_1, ['g76p020060q00500r.0005', 'T-42', 'ALL HARDINGE']
1066-T42 LAST RUN_block_2, ['g76x0.47815z0.410p03620q03620f0.05906', 'T-42', 'ALL HARDINGE']
1066-T42 UPDATED FINISH TURN_block_1, ['g76p020060q00500r.0005', 'T-42', 'ALL HARDINGE']
1066-T42 UPDATED FINISH TURN_block_2, ['g76x0.47815z0.410p03620q03620f0.05906', 'T-42', 'ALL HARDINGE']
0011-TTM_block_1, ['g76p020060q0020r.0005', 'card 2-27-14', 'T-42']
0011-TTM_block_2, ['g76x.49434z-.390p0341q0341f.0555', 'OLD', 'JEFD0304381 REV A']
0012-TTS_block_1, ['g76p020060q0020r.0005', 'card 2-27-14', 'T-42']
0012-TTS_block_2, ['g76x.49434z.39p0341q0341f.0555', 'OLD', 'JEFD0304381 REV A']
00627-TTM_block_1, ['g76p030060q0015r.0005', 'card 2-27-14', 'T-42']
00627-TTM_block_2, ['g76x.3767z-.48p0306q0306f.05', 'card 2-27-14', 'T-42']
00628-TTS_block_1, ['g76p020060q0025r.0005', 'card 2-27-14', 'T-42']
00628-TTS_block_2, ['g76x.3767z.49p0306q0306f.05', 'card 2-27-14', 'T-42']
0631-TTM_block_1, ['g76 p020160 q00250 r0.0005', 'card 2-27-14', 'T-42']
0631-TTM_block_2, ['g76 x0.4896 z-0.425 p03408 q03408 f0.0556', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0632-TTS_block_1, ['g76 p020160 q00250 r0.0005', 'card 2-27-14', 'T-42']
0632-TTS_block_2, ['g76 x0.4896 z0.425 p03408 q03408 f0.0556', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
O0193_block_1, ['g76p030060q0025r.0005', 'card 2-27-14', 'T-42']
O0193_block_2, ['g76x0.4898z-0.425p0341q0341f0.0556', 'card 2-27-14', 'T-42']
O0194_block_1, ['g76p030060q0025r0.0005', 'card 2-27-14', 'T-42']
O0194_block_2, ['g76x0.3767z.4p0307q0307f.05', 'card 2-27-14', 'T-42']
O0440_block_1, ['g76p040060q0025r.0005', 'card 2-27-14', 'T-42']
O0440_block_2, ['g76x.3767z-.38p0306q0306f.05', 'card 2-27-14', 'T-42']
0948-T42_block_1, ['g76p050060q00070r.0005', 'DTCD0100070 REV A', 'T-42']
0948-T42_block_2, ['g76x.4375z-.363p02706q02706f.05', 'DTCD0100070 REV A', 'T-42']
0949-T42_block_1, ['g76p020060q00250r.0005', 'DTCD0100070 REV A', 'T-42']
0949-T42_block_2, ['g76x.3767z.47p03067q03067f.05', 'DTCD0100070 REV A', 'T-42']
0059_block_1, ['g76p020060q00400r.0005', 'JEFD0301250 REV A', 'T-42']
0059_block_2, ['g76x.674z-.2985p03565q03565f.0625', 'JEFD0301250 REV A', 'T-42']
1059-T42_block_1, ['g76p020060q00400r.0005', 'JEFD0301250 REV A', 'T-42']
1059-T42_block_2, ['g76x.495z.4655p03158q03158f.05555', 'JEFD0301250 REV A', 'T-42']
0958-T42_block_1, ['g76p060060q00100r.0005', 'JEFD0301290 REV B', 'T-42']
0958-T42_block_2, ['g76x.45z-.325p02706q02706f.05', 'JEFD0301290 REV B', 'T-42']
0959-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0301290 REV B', 'T-42']
0959-T42_block_2, ['g76x.3767z.47p03067q03067f.05', 'JEFD0301290 REV B', 'T-42']
0942-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0302000 REV E', 'T-42']
0942-T42_block_2, ['g76x.3767z-.38p03067q03067f.05', 'JEFD0302000 REV E', 'T-42']
0943-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0302000 REV E', 'T-42']
0943-T42_block_2, ['g76x.3767z.38p03067q03067f.05', 'JEFD0302000 REV E', 'T-42']
0993-T42_block_1, ['g76p020060q00200r0.0005', 'JEFD0302430 REV A', 'T-42']
0993-T42_block_2, ['g76x0.3767z0.430p03070q03070f0.05', 'JEFD0302430 REV A', 'T-42']
0869-T42_block_1, ['g76p030060q00150r.0005', 'JEFD0303400 REV G', 'T-42']
0869-T42_block_2, ['g76x.3767z-.48p03067q03067f.05', 'JEFD0303400 REV G', 'T-42']
0870-T42_block_1, ['g76p030060q00150r.0005', 'JEFD0303400 REV G', 'T-42']
0870-T42_block_2, ['g76x.3767z.5p03067q03067f.05', 'JEFD0303400 REV G', 'T-42']
0871-T42_block_1, ['g76p061060q00200r.0005', 'JEFD0303730 REV A', 'T-42']
0871-T42_block_2, ['g76x0.3762z0.370p03070q03070f0.05', 'JEFD0303730 REV A', 'T-42']
0944-T42_block_1, ['g76p020060q0025r.0005', 'JEFD0303870 REV A', 'T-42']
0944-T42_block_2, ['g76x.4391z-.47p03343q03343f.05', 'JEFD0303870 REV A', 'T-42']
0945-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0303870 REV A', 'T-42']
0945-T42_block_2, ['g76x.3767z.48p03067q03067f.05', 'JEFD0303870 REV A', 'T-42']
0977-T42_block_1, ['g76p020060q00300r.0005', 'JEFD0303890 REV A', 'T-42']
0977-T42_block_2, ['g76x.674z-.4605p03765q03765f.0625', 'JEFD0303890 REV A', 'T-42']
0978-T42_block_1, ['g76p020060q00300r.0005', 'JEFD0303890 REV A', 'T-42']
0978-T42_block_2, ['g76x.7883z.5105p04078q04078f.07143', 'JEFD0303890 REV A', 'T-42']
0987-T42_block_1, ['g76 p020060 q00300 r.0005', 'JEFD0303900 REV A', 'T-42']
0987-T42_block_2, ['g76 x.7883 z.565 p04382 q04382 f.07143', 'JEFD0303900 REV A', 'T-42']
0079-T42 (JEFD0303900 A MAIN)_block_1, ['g76p020060q00300r.0005', 'OBS', 'JEFD0303900 REV A']
0079-T42 (JEFD0303900 A MAIN)_block_2, ['g76x.674z-.4605p03765q03765f.0625', 'OBS', 'JEFD0303900 REV A']
1079-T42 (JEFD0303900 A SUB)_block_1, ['g76p020060q00300r.0005', 'OBS', 'JEFD0303900 REV A']
1079-T42 (JEFD0303900 A SUB)_block_2, ['g76x.7883z.5105p04078q04078f.07143', 'OBS', 'JEFD0303900 REV A']
0045-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0304020 REV A', 'T-42']
0045-T42_block_2, ['g76x.78221z-.55p04382q04382f.07142', 'JEFD0304020 REV A', 'T-42']
0936-T42_block_1, ['g76p020060q00200r.0005', 'JEFD0304060 REV B', 'T-42']
0936-T42_block_2, ['g76x.49434z-.390p03410q03410f.0555', 'JEFD0304060 REV B', 'T-42']
0937-T42_block_1, ['g76p020060q00200r.0005', 'JEFD0304060 REV B', 'T-42']
0937-T42_block_2, ['g76x.49434z.390p03410q03410f.0555', 'JEFD0304060 REV B', 'T-42']
0840-T42_block_1, ['g76p020060q00300r.0005', 'JEFD0304182 REV B', 'T-42']
0840-T42_block_2, ['g76x.3762z.41p03070q03070f.05', 'JEFD0304182 REV B', 'T-42']
0873-T42_block_1, ['g76p020060q00250r0005', 'JEFD0304210 REV A', 'T-42']
0873-T42_block_2, ['g76x.3767z-.3705p03067q03067f.05', 'JEFD0304210 REV A', 'T-42']
0874-T42_block_1, ['g76p030060q00100r.0005', 'JEFD0304210 REV A', 'T-42']
0874-T42_block_2, ['g76x.495z.3785p03407q03000f.05555', 'JEFD0304210 REV A', 'T-42']
0946-T42_block_1, ['g76p020060q00200r.0005', 'JEFD0304390 REV C', 'T-42']
0946-T42_block_2, ['g76x.4943z-.390p03410q01000f.0555', 'JEFD0304390 REV C', 'T-42']
0947-T42_block_1, ['g76p020060q00200r.0005', 'JEFD0304390 REV C', 'T-42']
0947-T42_block_2, ['g76x.4943z.390p03410q02000f.0555', 'JEFD0304390 REV C', 'T-42']
0969-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0304660 REV A', 'T-42']
0969-T42_block_2, ['g76x.3767z-.38p03067q03067f.05', 'JEFD0304660 REV A', 'T-42']
0970-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0304660 REV A', 'T-42']
0970-T42_block_2, ['g76x.3767z.38p03067q03067f.05', 'JEFD0304660 REV A', 'T-42']
0049-T42_block_1, ['g76p050060q00070r.0005', 'JEFD0317400 REV A', 'T-42']
0049-T42_block_2, ['g76x.4375z-.550p02706q02706f.05', 'JEFD0317400 REV A', 'T-42']
0867-T42_block_1, ['g76p020060q00400r.0005', 'JEFD0319050 REV F', 'T-42']
0867-T42_block_2, ['g76x0.3826z-0.212p02556q02556f0.04167', 'JEFD0319050 REV F', 'T-42']
0868-T42_block_1, ['g76p020060q00400r.0005', 'JEFD0319050 REV F', 'T-42']
0868-T42_block_2, ['g76x0.3826z0.212p02556q02556f0.04167', 'JEFD0319050 REV F', 'T-42']
0990-T42_block_1, ['g76p020060q00500r.0005', 'JEFD0319060 REV C', 'T-42']
0990-T42_block_2, ['g76x0.3762z0.35p03070q03070f0.05', 'JEFD0319060 REV C', 'T-42']
0839-T42_block_1, ['g76 p020060 q00400 r.001', 'JEFD0319090 REV A', 'T-42']
0839-T42_block_2, ['g76 x.3762 z.230 p03067 q03067 f.05', 'JEFD0319090 REV A', 'T-42']
0963-T42_block_1, ['g76 p010060 q00500 r.0005', 'JEFD0319190 REV A', 'T-42']
0963-T42_block_2, ['g76 x.4782 z-.311 p03620 q03620 f.05906', 'JEFD0319190 REV A', 'T-42']
0964-T42_block_1, ['g76 p010060 q00500 r.0005', 'JEFD0319190 REV A', 'T-42']
0964-T42_block_2, ['g76 x.4782 z.380 p03620 q03620 f.05906', 'JEFD0319190 REV A', 'T-42']
0962-T42_block_1, ['g76p010060q00400r.0005', 'JEFD0319380 REV A', 'T-42']
0962-T42_block_2, ['g76x.4782z.380p03620q03620f.05906', 'JEFD0319380 REV A', 'T-42']
0067-T42_block_1, ['g76 p010060 q00500 r.0005', 'JEFD0319390 REV A', 'T-42']
0067-T42_block_2, ['g76 x.4782 z-.311 p03620 q03620 f.05906', 'JEFD0319390 REV A', 'T-42']
1067-T42_block_1, ['g76 p010060 q00500 r.0005', 'JEFD0319390 REV A', 'T-42']
1067-T42_block_2, ['g76 x.4782 z.380 p03620 q03620 f.05906', 'JEFD0319390 REV A', 'T-42']
0991-T42_block_1, ['g76p020060q00400r.0005', 'JEFD0319510 REV B', 'T-42']
0991-T42_block_2, ['g76x0.3864z0.232p02560q02560f0.04167', 'JEFD0319510 REV B', 'T-42']
0967-T42_block_1, ['g76p020060q00200r.0005', 'JEFD0365670 REV A', 'T-42']
0967-T42_block_2, ['g76x.4943z-.390p03410q02000f.0555', 'JEFD0365670 REV A', 'T-42']
0968-T42_block_1, ['g76p020060q00200r.0005', 'JEFD0365670 REV A', 'T-42']
0968-T42_block_2, ['g76x.4943z-.390p03410q02000f.0555', 'JEFD0365670 REV A', 'T-42']
0960-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0389070 REV E', 'T-42']
0960-T42_block_2, ['g76x.3767z-.38p03067q03067f.05', 'JEFD0389070 REV E', 'T-42']
0961-T42_block_1, ['g76p020060q00250r.0005', 'JEFD0389070 REV E', 'T-42']
0961-T42_block_2, ['g76x.3767z.38p03067q03067f.05', 'JEFD0389070 REV E', 'T-42']
0916-T42_block_1, ['g76p030055q00100r.0005', 'NZDD0242720 REV D', 'T-42']
0916-T42_block_2, ['g76x1.180z-.83p03400q03400f.05555', 'NZDD0242720 REV D', 'T-42']
0899-T42_block_1, ['g76p030060q00100r.0005', 'REFD0501310 REV B', 'T-42']
0899-T42_block_2, ['g76x.2812z-.19p01691q01691f.03125', 'REFD0501310 REV B', 'T-42']
0900-T42_block_1, ['g76p030060q00200r.0005', 'REFD0501360 REV C', 'T-42']
0900-T42_block_2, ['g76x.2812z-.195p01691q01691f.03125', 'REFD0501360 REV C', 'T-42']
0924-T42_block_1, ['g76p030060q00200r.0005', 'REFD0502660 REV A', 'T-42']
0924-T42_block_2, ['g76x.497z.38p03407q03407f.05555', 'REFD0502660 REV A', 'T-42']
0938-T42_block_1, ['g76p020060q00200r.0005', 'REFX0500550 REV A', 'T-42']
0938-T42_block_2, ['g76x.674z-.51p03834q03834f.0625', 'REFX0500550 REV A', 'T-42']
0939-T42_block_1, ['g76p040060q00200r.0005', 'REFX0500550 REV A', 'T-42']
0939-T42_block_2, ['g76x.674z-.51p03834q03834f.0625', 'REFX0500550 REV A', 'T-42']
0904-T42_block_1, ['g76p030060q00150r.0005', 'VDLD0107000 REV A', 'T-42']
0904-T42_block_2, ['g76x.26175z-.3775p02560q01000f.04166', 'VDLD0107000 REV A', 'T-42']
0906-T42_block_1, ['g76p020060q00250r.0005', 'VDLD0302060 REV C', 'T-42']
0906-T42_block_2, ['g76x.3767z-.48p03067q03067f.05', 'VDLD0302060 REV C', 'T-42']
0908-T42_block_1, ['g76p020060q00250r.0005', 'VDLD0302080 REV D', 'T-42']
0908-T42_block_2, ['g76x.3767z-.48p03067q03067f.05', 'VDLD0302080 REV D', 'T-42']
0975-T42_block_1, ['g76p020060q00250r.0005', 'VDLD0408030 REV C', 'T-42']
0975-T42_block_2, ['g76x.3767z-.4675p03067q03067f.05', 'VDLD0408030 REV C', 'T-42']
0973-T42_block_1, ['g76p020060q00250r.0005', 'VDLD0408040 REV B', 'T-42']
0973-T42_block_2, ['g76x.3767z-.3355p03067q03067f.05', 'VDLD0408040 REV B', 'T-42']
0910-T42_block_1, ['g76p030060q00100r.0003', 'VDLD0501070 REV B', 'T-42']
0910-T42_block_2, ['g76x.262z-.31p02555q01400f.04166', 'VDLD0501070 REV B', 'T-42']
0979-T42_block_1, ['g76p020060q00250r.0005', 'VDLD0502250 REV B', 'VDLD0501070 REV B']
0979-T42_block_2, ['g76x.3767z-.48p03067q03067f.05', 'VDLD0502250 REV B', 'VDLD0501070 REV B']
0982-T42_block_1, ['g76p030060q00200r.0005', 'VDLD0501090 REV B', 'T-42']
0982-T42_block_2, ['g76x.262z.325p02555q02555f.04166', 'VDLD0501090 REV B', 'T-42']
0952-T42_block_1, ['g76p090060q00200r.0005', 'VXCD0502510 REV C', 'T-42']
0952-T42_block_2, ['g76x.41095z-.403p03065q03065f.04921', 'VXCD0502510 REV C', 'T-42']
1025-TTM_block_1, ['g76 p010060 q0040 r.0005', 'BDPD0501310 REV C', 'TWIN TURN']
1025-TTM_block_2, ['g76 x.4375 z-.1575 p0271 q0271 f.05', 'BDPD0501310 REV C', 'TWIN TURN']
0769-TTM_block_1, ['g76p020060q0030r.0005', 'FLLD0500550 REV B', 'TWIN TURN']
0769-TTM_block_2, ['g76x.3716z-.41p0308q0308f.05', 'FLLD0500550 REV B', 'TWIN TURN']
0770-TTS_block_1, ['g76p020060q0025r.0005', 'FLLD0500550 REV B', 'TWIN TURN']
0770-TTS_block_2, ['g76x.5055z.355p0271q0271f.05', 'FLLD0500550 REV B', 'TWIN TURN']
0767-TTM_block_1, ['g76p020060q0030r.0005', 'FLLD0500580 REV D', 'TWIN TURN']
0767-TTM_block_2, ['g76 x.5055 z-.45 p0271 q0271 f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0768-TTS_block_1, ['g76p020060q0020r.0005', 'FLLD0500580 REV D', 'TWIN TURN']
0768-TTS_block_2, ['g76 x.3721 z.415 p0307 q0307 f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0025-TTM HEX UPDATE_block_1, ['g76p030060q0015r.0005', 'JEBD0507160 REV A', 'TWIN TURN']
0025-TTM HEX UPDATE_block_2, ['g76x.3767z-.48p0306q0306f.05', 'JEBD0507160 REV A', 'TWIN TURN']
0025-TTM ORG ROUND STOCK_block_1, ['g76p030060q0015r.0005', 'JEBD0507160 REV A', 'TWIN TURN']
0025-TTM ORG ROUND STOCK_block_2, ['g76x.3767z-.48p0306q0306f.05', 'JEBD0507160 REV A', 'TWIN TURN']
0026-TT5 HEX UPDATE_block_1, ['g76p030060q0010r.0005', 'JEBD0507160 REV A', 'TWIN TURN']
0026-TT5 HEX UPDATE_block_2, ['g76x.3767z.49p0306q0306f.05', 'JEBD0507160 REV A', 'TWIN TURN']
0026-TTS ORG ROUND STOCK_block_1, ['g76p030060q0010r.0005', 'JEBD0507160 REV A', 'TWIN TURN']
0026-TTS ORG ROUND STOCK_block_2, ['g76x.3767z.49p0306q0306f.05', 'JEBD0507160 REV A', 'TWIN TURN']
1065-TTM_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0302131 REV F', 'TWIN TURN']
1065-TTM_block_2, ['g76 x.3761 z-.910 p0307 q0307 f.05', 'JEFD0302131 REV F', 'TWIN TURN']
1066-TTS_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0302131 REV F', 'TWIN TURN']
1066-TTS_block_2, ['g76 x.3761 z.5 p0307 q0307 f.05', 'JEFD0302131 REV F', 'TWIN TURN']
0870-TTM_block_1, ['g76 p020060 q0025 r.0005', 'JEFD0302300M REV A', 'TWIN TURN']
0870-TTM_block_2, ['g76 x.3717 z-.794 p0307 q0307 f.05', 'JEFD0302300M REV A', 'TWIN TURN']
0183-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0302390 REV A', 'TWIN TURN']
0183-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'JEFD0302390 REV A', 'TWIN TURN']
0184-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0302390 REV A', 'TWIN TURN']
0184-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'JEFD0302390 REV A', 'TWIN TURN']
0181-TTM_block_1, ['g76p050060q0025r.0005', 'JEFD0302410 REV A', 'TWIN TURN']
0181-TTM_block_2, ['g76x.674z-.48p0383q0383f.0625', 'JEFD0302410 REV A', 'TWIN TURN']
0182-TTS_block_1, ['g76p050060q0025r.0005', 'JEFD0302410 REV A', 'TWIN TURN']
0182-TTS_block_2, ['g76x.674z.48p0383q0383f.0625', 'JEFD0302410 REV A', 'TWIN TURN']
0720-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0302430 REV A', 'TWIN TURN']
0720-TTM_block_2, ['g76x.3716z-.415p0306q0306f.05', 'JEFD0302430 REV A', 'TWIN TURN']
0721-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0302430 REV A', 'TWIN TURN']
0721-TTS_block_2, ['g76x.4898z.425p0340q0340f.0556', 'JEFD0302430 REV A', 'TWIN TURN']
0761-TTM_block_1, ['g76p020060q0030r.0005', 'JEFD0302450 REV B', 'TWIN TURN']
0761-TTM_block_2, ['g76 x.4898 z-.525 p0341 q0341 f.0556', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0762-TTS_block_1, ['g76p020060q0030r.0005', 'JEFD0302450 REV B', 'TWIN TURN']
0762-TTS_block_2, ['g76 x.4898 z.525 p0341 q0341 f.0556', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0193-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0302470 REV C', 'TWIN TURN']
0193-TTM_block_2, ['g76x0.4898z-0.425p0341q0341f0.0556', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0194-TTS_block_1, ['g76p030060q0025r0.0005', 'JEFD0302470 REV C', 'TWIN TURN']
0194-TTS_block_2, ['g76x0.3767z.4p0307q0307f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0981-TTM_block_1, ['g76p020060q0035r.0005', 'JEFD0302490 REV C', 'TWIN TURN']
0981-TTM_block_2, ['g76x.3762z-.895p0307q0307f.05', 'JEFD0302490 REV C', 'TWIN TURN']
0749-TTM_block_1, ['g76p020060q0030r.0', 'JEFD0302590 REV A', 'TWIN TURN']
0749-TTM_block_2, ['g76x.4898z-1.0488p0341q0341f.0556', 'JEFD0302590 REV A', 'TWIN TURN']
0904-TTM_block_1, ['g76p020060q0025r0.0005', 'JEFD0302610 REV A', 'TWIN TURN']
0904-TTM_block_2, ['g76x.438z-.63p0271q0271f0.05', 'JEFD0302610 REV A', 'TWIN TURN']
0905-TTS_block_1, ['g76p020060q0030r0.0005', 'JEFD0302610 REV A', 'TWIN TURN']
0905-TTS_block_2, ['g76x.3762z.975p0307q0307f0.05', 'JEFD0302610 REV A', 'TWIN TURN']
0945-TTS_block_1, ['g76 p020060 q0025 r.0005', 'JEFD0302630 REV A', 'TWIN TURN']
0945-TTS_block_2, ['g76 x.3762 z-.45 p0307 q0307 f.05', 'JEFD0302630 REV A', 'TWIN TURN']
0045-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0303400 REV. G', 'TWIN TURN']
0045-TTM_block_2, ['g76x.3767z-.48p0306q0306f.05', 'JEFD0303400 REV. G', 'TWIN TURN']
0046-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0303400 REV. G', 'TWIN TURN']
0046-TTS_block_2, ['g76x.3767z.48p0306q0306f.05', 'JEFD0303400 REV. G', 'TWIN TURN']
0783-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0304001 REV E', 'TWIN TURN']
0783-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'JEFD0304001 REV E', 'TWIN TURN']
0784-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0304001 REV E', 'TWIN TURN']
0784-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'JEFD0304001 REV E', 'TWIN TURN']
0013-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0304002 REV D', 'TWIN TURN']
0013-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
